17-AAG,AEW541,AZD0530,AZD6244,Erlotinib,Irinotecan,L-685458,Lapatinib,Nilotinib,Nutlin-3,PD-0325901,PD-0332991,PF2341066,PHA-665752,PLX4720,Paclitaxel,Panobinostat,RAF265,Sorafenib,TAE684,TKI258,Topotecan,ZD-6474
1.6628,1.3453,0.2502,2.9562,0.4067,3.1361,0.07814,0.03464,0.4471,0.9531,4.2166,0.3079,0.273,0.2392,2.0478,4.9196,4.3233,3.0013,0.9226,0.8215,0.6991,2.5007,0.2841
3.3913,1.0993,1.6679,1.3523,1.4542,1.9241,0.1733,1.2505,0.5101,0.1509,2.1132,0.5401,0.6414,0.6933,0.3525,6.3364,4.3589,2.9091,0.9437,0.92,1.0196,2.4981,1.3733
2.2439,1.5323,0.4317,1.5398,0.2446,3.6462,0.7336,0.1607,0.5456,0.4808,2.5482,2.048,0.9918,0.1546,0.0524,5.9311,5.538,0.6933,0.3857,2.2338,0.7715,4.1463,0.7462
2.3103,0.5344,1.1181,0.334,0.6147,2.4994,0,0.8272,0.1564,0.5764,0.519,0.06216,0.02451,0.1467,0.3349,5.0501,3.3944,1.9759,0.4214,0.7187,0.7958,2.0795,0.9297
3.6265,0.497,1.0556,1.1646,0.7714,2.0173,0.8261,0.5455,0.3269,0.4692,1.1151,0.1502,0.2154,0.6993,0.2797,5.7321,3.9169,2.4101,0.4755,0.5714,0.8186,2.5829,1.8526
1.5499,0.8843,0.6314,0.2108,0.3379,1.6665,0,0.1797,0.278,0.4246,0.7212,0,0.2711,0.05912,0.3743,1.808,3.3569,0.8266,0.5036,0.3874,0.2176,1.3044,1.1332
3.8928,1.0192,0.4912,0.4243,0.06596,3.1957,1.2785,0.7992,0.3176,0.0689,1.8426,1.3344,0.8983,0.06698,0,7.2354,5.3984,0.838,0.01542,1.2132,1.3126,4.0743,1.9595
3.7258,1.7337,3.6068,1.7324,1.0076,4.9707,1.3882,1.2882,1.4978,1.9194,0.6981,2.4962,2.013,2.5702,1.988,6.9533,5.8489,1.5231,1.8441,2.3917,1.9076,5.315,2.2708
2.238,1.1025,1.7767,0.5246,0.3886,4.2453,3.2609,1.4096,1.2999,0.2678,0.8526,1.8035,1.2027,2.0272,1.3646,7.4814,6.1489,1.4077,0.8653,1.2094,1.5187,4.0341,1.5809
4.1173,1.6451,1.196,1.5696,0.689,5.546,1.2041,0.9553,1.3969,0.7898,1.5111,2.4264,1.3599,1.3604,1.6986,6.7813,6.3157,1.7772,1.6194,1.7707,1.2434,5.4439,1.6841
2.3478,0.9113,1.011,2.0782,0.9399,3.4227,0.05559,0.1841,0.05218,0.2685,3.014,0.3509,0.2423,0.2108,0.2664,3.2842,3.1656,1.8839,0.6344,0.9789,0.9148,3.5594,0.7193
4.1261,0.1908,0,1.0256,0,5.0054,0.3893,0,0.1514,0.312,1.5185,0.7352,1.7536,0.5715,0.1102,7.6077,5.489,0.5358,0.04683,4.0199,0.08662,4.3541,0.3674
2.6201,1.2973,1.3076,1.669,0.08464,3.0324,0.07391,0.1266,0.6314,0.7121,2.2362,0.2713,0.7189,0.8502,0.5061,4.1891,3.5354,1.3744,0.3072,0.818,0.1423,3.209,0.9662
3.1215,0.7213,0.5077,0.9301,0.1981,2.646,0.02045,0.3409,0.149,0.5273,1.3756,0.4901,0.6467,0.2262,0.414,5.3868,4.4823,1.5052,0.3081,1.8519,0.8432,2.2859,0.6321
4.3652,1.9928,1.1138,2.9688,1.0355,2.8655,0.2892,1.8469,0.2939,0.2976,4.8714,1.0767,0.9122,0.2497,0.1555,5.8697,5.1316,0.7067,0.003239,2.2255,0.6138,4.7006,1.5593
2.2298,1.4152,0.1153,2.2851,0.2869,2.3517,0.0563,0.2645,0.09498,0.6109,3.2477,0.1182,0.3502,0,0.08871,3.6134,3.7592,1.3007,0.3728,0.995,0.9111,2.9514,0.5891
5.8824,2.1955,1.6492,4.7855,2.558,4.33,0.9012,2.7696,0.3872,1.0407,5.322,1.7552,0.8926,0.131,0,6.6415,4.6508,1.1192,0.5355,3.1949,1.5286,4.0017,2.9371
4.6507,0.4121,1.5267,0.3181,0.3561,3.4352,0,0.219,1.0923,0.9223,1.3252,0.2898,0.4107,0.1384,0.632,5.6305,4.3588,1.8535,1.8088,1.35,2.145,3.4254,2.0944
4.962,1.4577,0.09312,3.5274,0,3.6838,0,0,0.1627,0.4372,4.7172,0.7942,1.122,0,0.09719,6.0438,4.822,1.2912,0.4125,1.9704,1.0755,3.5414,1.2619
2.995,1.1134,0.23,1.8812,0.9057,2.3722,0.001849,0.6584,0.2467,0.7854,2.6984,0.2847,0.3069,0.3776,0.1303,5.5322,3.3299,0.5686,0.1231,1.36,1.1861,1.975,0.5018
3.6966,0.7722,1.5531,1.535,0.8934,4.5191,0.424,0.416,0.1709,0.8099,2.6029,0.5323,0.9083,0.4776,0.9257,5.7734,4.441,2.9719,0.5063,1.8013,1.8003,3.6724,1.8852
4.9033,0.181,0.03668,1.1293,0.3811,1.4788,0,0.54,0.0999,0.2688,2.1718,0.2516,0.2702,0.3635,0.1352,4.1385,3.879,1.5229,0,0.07138,0.4728,0.8203,1.3912
2.5327,1.1858,1.0293,1.568,1.0015,2.2281,0.5854,0.2998,0.7187,1.0549,2.1085,0.8757,0.8613,0.4742,0.5119,4.1065,3.9686,0.8543,0.614,2.3855,0.007705,1.1731,1.563
2.537,1.137,1.4143,0.8136,0.5313,0.8403,0.02585,0.3194,0.4823,0.5323,0.8449,0.4777,0.238,0.05954,0.6113,4.9955,2.8925,1.4113,1.0637,1.2075,1.8327,1.2564,1.1189
1.9739,0.425,0.02867,0.01673,0,3.5768,0,0,0,0.05201,0,0,0.6631,0,0.04168,6.8648,4.6377,0.2494,0.007735,0.5449,0.8521,3.7927,0.3741
4.4105,0.1999,0.08578,0,0.06454,2.4115,0,0,0.3292,0,0.1675,0.168,0.1913,0.5486,0.1503,5.7387,4.3885,0.7076,0.01622,0.9076,0.6665,2.2101,0.1873
5.1812,1.4793,2.941,2.5837,1.7201,4.4324,0.2427,3.4461,1.5507,1.4265,2.7097,1.6558,1.7104,0.9109,0.03409,6.7285,5.0969,2.4682,0.9072,2.1155,1.1019,4.4021,2.4806
4.2666,1.0772,1.9496,0.8854,0.9259,3.8206,0.7058,1.265,0.6286,0.4344,0.9762,0.0816,0.3303,0.1003,0.4148,6.6468,4.0263,1.3055,0.6806,1.8908,0.8313,4.0447,1.2997
3.0622,1.0587,1.3929,0.6637,0.08303,2.7288,0.5282,0.6323,0.8952,0.8192,0.3764,0.7225,0.6441,0.5715,0.8197,4.0307,3.5077,0.67,0,1.8601,0.4795,2.0667,1.2521
2.6725,0.4272,1.8421,0.09705,0.8777,3.8142,0.2808,0.4868,0.4922,0.6416,0.8026,0.7611,0.6993,0.3554,0.05898,6.2674,4.3584,1.6093,0.9695,1.4665,1.1542,3.9431,1.1847
3.9631,0.4566,1.6485,1.2785,0.8857,2.6233,0.2344,0.5477,0.1506,0.3815,1.3425,0.1943,0.415,0.3605,0.6667,5.0367,3.7608,3.3561,1.0759,1.3244,1.7314,2.732,0.9598
3.9975,1.7747,1.3733,3.1457,0.8222,3.5752,0.7502,0.4612,0.8678,0.2607,4.2844,1.3716,0.6655,0.1429,0.1878,6.6567,4.9275,3.237,0.5484,2.1649,1.4124,3.3499,0.7074
3.7232,1.0867,0.8178,0.6276,0.2076,3.7963,0.1057,0.5639,0.1484,0,1.6836,0.4732,0.7577,0.08034,0.1161,5.115,4.6765,1.3677,0.5322,1.0603,0.6974,3.4346,1.2291
3.4405,0.5336,0.1566,0.1341,0.05681,3.0109,0.03038,0.04566,0.04546,0.2094,0.3997,0.3849,0.4299,0,0.09208,4.7636,4.1269,1.1127,0.2384,1.1033,0.712,2.8569,0.8528
4.6678,1.5148,1.3457,1.2003,0.4888,2.6425,1.163,0.7341,0.6846,1.0122,1.683,0.3956,1.0034,0.2498,0.6723,5.1548,5.1185,1.249,0.5541,1.324,0.8411,2.6347,2.1597
3.4931,0.3154,0.03487,0.4738,0.07387,1.4987,0.002326,0.5471,0.2714,0.4944,1.3091,0.6737,0.8907,0.443,0.02147,4.303,3.4181,1.4162,0.2031,0.5188,0.477,1.6427,0.2363
4.6603,0.8519,0.5793,1.1403,0.5495,3.6217,1.3464,0.3857,0.5501,0.2506,1.5143,1.0682,0.5069,0.7796,0.3454,7.4369,5.0159,1.2268,0.7181,0.5798,0.7747,3.5634,0.8458
3.1346,0.3992,0.6199,0.9361,0.4433,1.7327,0.06187,1.3183,0.7207,0.3032,1.0812,0.3588,0.05788,0.1242,0,4.0004,3.7262,0.7273,0.2783,0.6884,0.008233,1.3378,0.8307
3.2913,0.065,0.706,0.5331,0,2.6212,0,0,0.1194,0.2972,0.9588,0.3181,0.1958,0.1439,0.2678,5.4626,3.3849,0.4746,0.2574,0.2892,0.3319,2.4369,0.9404
0.4375,2.4276,1.4463,0.03365,0.194,2.9569,0.1883,1.3765,0.8637,0.1633,0,0.09552,1.7715,0.8209,0.01988,1.0722,5.963,0.4277,0.9115,1.284,0.9487,0.233,1.8442
2.3024,1.31,1.8178,1.3659,0.9017,1.3083,0.7546,0.532,0.0939,0.3594,1.8358,0.6809,0.6149,0.1233,0.4771,3.9578,3.8161,1.7293,0.8126,1.457,1.1723,2.0667,1.3906
3.7607,0.7741,1.2506,2.9523,0.6819,2.4335,0.3853,0.394,0.9846,1.0335,3.8317,1.0667,0.3513,0.6148,1.9707,4.8909,3.5298,2.7048,1.0246,1.0123,1.1025,3.0344,0.9963
5.6352,1.2364,0.8811,2.07,0.07185,4.4759,0.7809,0.6875,0.708,0.862,3.0477,1.4922,0.6696,0.8487,1.3967,5.6275,4.05,2.3233,0.1739,0.9968,1.1986,3.6274,1.3319
4.5972,1.6441,0.5142,4.1904,0.242,3.6776,0.2364,0.1094,0.6898,0.6133,6.2069,0.5886,0.5136,0.1746,3.4382,5.0682,4.2388,2.9728,0.7236,0.6657,1.1354,2.8429,0.7113
3.9403,2.3048,2.4621,4.8064,0.981,2.4694,0.6315,2.28,1.9258,1.6994,6.3027,3.2376,1.5978,1.3292,3.138,5.6824,4.4884,3.6745,1.4692,3.2014,1.7524,2.8592,2.2778
2.3161,0.1118,0,0.04301,0.03998,1.6931,0,3.0902,0.3953,0.08222,0,0.06974,0.04209,0.2342,0.02117,2.1929,4.2563,1.5955,0.7984,0.3207,1.1268,0.02054,0.4616
